Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
1120,Roggenrola,,524,♂,259,58,13,12,9,75.6,8.0,8.0,,,,"2026-07-02 17:40",1/21/2026,,,0,1,0,961,39.90%,2462,94.29%,27486,295,Gigalith,,1,22.95%,3156,94.59%,108126,377,Gigalith,,1,88.40%,476,95.52%,1922,54,Boldore,,1,
1121,Larvitar,,246,♀,225,56,13,11,14,84.4,8.0,8.0,,,,"2026-07-02 17:40",1/22/2026,,,0,1,0,961,53.50%,1905,95.40%,148326,187,Pupitar,,1,54.33%,1871,95.96%,66726,213,Tyranitar,Normal,1,74.31%,1053,94.24%,32406,51,Larvitar,,1,
1122,Eevee,,133,♂,439,82,12,11,14,82.2,15.0,15.0,,,,"2026-07-02 17:40",1/23/2026,,,0,0,0,1900,80.68%,792,96.11%,9800,35,Sylveon,,0,68.38%,1296,96.68%,91400,107,Flareon,,0,65.49%,1414,93.69%,7600,8,Eevee,,0,
1123,Gastly,,92,♂,435,52,15,13,7,77.8,13.0,13.0,,,,"2026-07-02 17:40",,,,0,1,0,0,49.60%,2065,94.68%,17400,39,Haunter,,2,39.15%,2493,95.32%,57000,167,Gengar,Normal,2,18.73%,3329,90.03%,5763,9,Gastly,,1,
1124,Shuckle,,213,♂,210,56,13,12,10,77.8,20.0,20.0,,,,"2026-07-02 17:40",,,,0,0,0,2500,90.21%,402,87.53%,475000,248,Shuckle,,0,90.21%,402,87.53%,475000,248,Shuckle,,0,90.21%,402,87.53%,475000,248,Shuckle,,0,
1125,Oddish,,43,♀,409,65,9,6,7,48.9,13.0,13.0,,,,"2026-07-02 17:40",1/25/2026,,,0,1,0,1921,52.60%,1942,95.22%,46564,181,Vileplume,,1,44.74%,2264,95.52%,408964,485,Vileplume,,1,27.81%,2957,91.06%,9964,15,Oddish,,1,
1126,Dachsbun,,927,♂,1186,97,14,13,15,93.3,20.0,20.0,,,,"2026-07-02 17:40",1/24/2026,,,0,0,0,2500,38.02%,2539,93.74%,31000,28,Dachsbun,,0,99.68%,14,98.55%,475000,248,Dachsbun,,0,,,,,,,,,
1127,Krabby,,98,,326,42,4,14,12,66.7,8.0,8.0,,,,"2026-07-02 17:40",,,,0,1,0,961,97.90%,87,98.56%,43326,113,Kingler,,1,91.53%,348,97.93%,210726,284,Kingler,,1,95.78%,174,96.65%,9842,18,Krabby,,1,
1128,Oddish,,43,,420,68,5,13,14,71.1,13.0,13.0,,,,"2026-07-02 17:40",1/27/2026,,,0,1,0,1921,96.36%,150,98.27%,66364,201,Bellossom,,1,98.95%,44,98.88%,402600,325,Bellossom,,2,60.78%,1607,93.24%,7684,12,Oddish,,1,
1129,Ninetales,Normal,38,♀,942,97,12,10,12,75.6,15.0,15.0,,,,"2026-07-02 17:40",7/1/7076,,,0,0,0,1900,24.71%,3084,93.61%,41900,39,Ninetales,Normal,0,93.21%,279,97.36%,496400,268,Ninetales,Normal,0,,,,,,,,,
1130,Glimmet,,969,♂,698,76,14,10,14,84.4,15.0,15.0,,,,"2026-07-02 17:40",2/1/2026,,,0,0,0,1900,34.90%,2667,94.24%,144400,134,Glimmet,,0,49.18%,2082,95.40%,68400,112,Glimmora,,0,,,,,,,,,
1131,Dialga,Normal,483,,2269,130,14,10,14,84.4,20.0,20.0,,,,"2026-07-02 17:40",7/1/7076,,,0,0,0,2500,,,,,,,,,83.03%,696,96.88%,11000,10,Dialga,Normal,0,,,,,,,,,
1132,Ninetales,Alola,38,♂,972,99,14,10,15,86.7,15.0,15.0,,,,"2026-07-02 17:40",7/1/7076,,,0,0,0,1900,58.58%,1697,95.33%,38400,36,Ninetales,Alola,0,87.16%,527,96.63%,424400,268,Ninetales,Alola,0,,,,,,,,,
1133,Tornadus,Therian,641,♂,1718,117,9,5,8,48.9,20.0,20.0,,,,"2026-07-02 17:40",3/1/2025,,,0,0,0,2500,,,,,,,,,62.30%,1545,95.78%,65000,58,Tornadus,Therian,0,,,,,,,,,
1134,Thundurus,Therian,642,♂,2047,121,13,10,15,84.4,20.0,20.0,,,,"2026-07-02 17:40",3/1/2025,,,0,0,0,2500,,,,,,,,,26.62%,3006,94.90%,24000,22,Thundurus,Therian,0,,,,,,,,,
1135,Cobalion,,638,,1651,131,9,12,11,71.1,20.0,20.0,,,,"2026-07-02 17:40",2/27/2025,,,0,0,0,2500,,,,,,,,,71.06%,1186,96.89%,80000,70,Cobalion,,0,,,,,,,,,
1136,Zubat,,41,♀,239,61,15,14,7,80.0,13.0,13.0,,,,"2026-07-02 17:40",2/2/2026,,,0,1,0,1921,27.45%,2972,93.27%,89764,123,Golbat,,1,47.89%,2135,95.80%,125200,251,Crobat,,2,26.74%,3001,89.47%,89764,98,Zubat,,1,
1137,Delphox,,655,♂,671,70,14,13,8,77.8,8.0,8.0,,,,"2026-07-02 17:40",2/2/2026,,,0,1,0,961,53.43%,1908,95.02%,32406,51,Delphox,,1,12.36%,3590,94.37%,29550,29,Delphox,,2,,,,,,,,,
1138,Litten,,725,♂,586,84,15,14,14,95.6,20.0,20.0,,,,"2026-07-02 17:40",2/3/2026,,,0,0,0,2500,57.02%,1761,95.23%,91000,105,Torracat,,0,21.51%,3215,94.76%,65000,183,Incineroar,,0,,,,,,,,,
1139,Yungoos,,734,♂,502,89,15,15,15,100.0,20.0,20.0,,,,"2026-07-02 17:40",2/3/2026,,,0,0,0,2500,84.32%,643,96.74%,24000,72,Gumshoos,,0,100.00%,1,100%,475000,298,Gumshoos,,0,,,,,,,,,
1140,Bagon,,371,♀,656,84,15,15,13,95.6,20.0,20.0,,,,"2026-07-02 17:40",7/3/7076,,,0,0,0,2500,67.50%,1332,95.55%,39000,59,Shelgon,,0,22.61%,3170,94.71%,17000,141,Salamence,Normal,0,,,,,,,,,
1141,Eevee,,133,♂,447,82,15,10,13,84.4,15.0,15.0,,,,"2026-07-02 17:40",2/3/2026,,,0,0,0,1900,82.12%,733,96.16%,14200,39,Jolteon,,0,54.95%,1846,95.94%,77400,95,Espeon,,0,21.61%,3211,90.43%,5700,6,Eevee,,0,
1142,Flamigo,,973,♂,1129,105,10,11,10,68.9,15.0,15.0,,,,"2026-07-02 17:40",2/3/2026,,,0,0,0,1900,22.93%,3157,93.68%,18900,18,Flamigo,,0,41.20%,2409,95.71%,174400,170,Flamigo,,0,,,,,,,,,
1143,Gyarados,Normal,130,,750,86,13,11,15,86.7,8.0,8.0,,,,"2026-07-02 17:40",2/4/2026,,,0,1,0,961,47.25%,2161,94.49%,22926,39,Gyarados,Normal,1,50.45%,2030,95.32%,93126,112,Gyarados,Normal,1,,,,,,,,,
1144,Poochyena,,261,♀,127,41,11,4,0,33.3,8.0,8.0,,,,"2026-07-02 17:40",2/4/2026,,,0,1,0,961,6.23%,3841,92.39%,136326,202,Mightyena,,1,43.20%,2327,86.36%,400600,256,Mightyena,,2,47.64%,2145,91.61%,4322,58,Mightyena,,1,
1145,Spinda,,327,,515,85,15,15,10,88.9,15.0,15.0,,,,"2026-07-02 17:39",2/12/2026,,,0,0,0,1900,99.27%,31,97.18%,496400,268,Spinda,,0,99.27%,31,97.18%,496400,268,Spinda,,0,,,,,,,,,
1146,Enamorus,Therian,905,♀,1879,115,11,10,14,77.8,20.0,20.0,,,,"2026-07-02 17:39",2/14/2026,,,0,0,0,2500,,,,,,,,,75.68%,997,96.54%,43000,38,Enamorus,Therian,0,,,,,,,,,
1147,Passimian,,766,♂,1733,143,15,15,15,100.0,20.0,20.0,,,,"2026-07-02 17:39",2/14/2026,,,0,0,0,2500,,,,,,,,,33.80%,2712,95.37%,60500,54,Passimian,,0,,,,,,,,,
1148,Greninja,,658,♀,571,67,14,10,5,64.4,8.0,8.0,,,,"2026-07-02 17:39",2/15/2026,,,0,1,0,961,25.30%,3060,94.12%,49326,69,Greninja,,1,33.06%,2742,95.51%,292326,346,Greninja,,1,,,,,,,,,
1149,Smoochum,,238,♀,719,83,14,13,12,86.7,20.0,20.0,,,,"2026-07-02 17:39",2/16/2026,,,0,0,0,2500,16.07%,3438,93.11%,2500,27,Jynx,,0,42.20%,2368,95.76%,215000,258,Jynx,,0,,,,,,,,,
1150,Machop,,66,♂,725,111,14,15,15,97.8,20.0,20.0,,,,"2026-07-02 17:39",2/16/2026,,,0,0,0,2500,33.77%,2713,94.18%,35000,56,Machoke,,0,54.51%,1864,96.00%,60500,179,Machamp,,0,,,,,,,,,
1151,Turtonator,,776,♂,928,86,12,15,12,86.7,15.0,15.0,,,,"2026-07-02 17:39",2/17/2026,,,0,0,0,1900,57.46%,1743,95.09%,45400,42,Turtonator,,0,97.97%,84,97.37%,496400,268,Turtonator,,0,,,,,,,,,
1152,Krabby,,98,♀,330,40,11,13,7,68.9,8.0,8.0,,,,"2026-07-02 17:39",,,,0,1,0,961,54.53%,1863,94.86%,168600,199,Krabby,,2,60.39%,1623,96.38%,79500,126,Kingler,,2,15.82%,3448,89.93%,8282,15,Krabby,,1,
1153,Growlithe,Hisui,58,♂,559,87,15,13,14,93.3,15.0,15.0,,,,"2026-07-02 17:39",,,,0,0,0,1900,99.66%,15,98.13%,496400,268,Growlithe,Hisui,0,66.20%,1385,96.88%,77400,120,Arcanine,Hisui,0,,,,,,,,,
1154,Phantump,,708,♂,399,65,12,14,10,80.0,13.0,13.0,,,,"2026-07-02 17:39",2/23/2026,,,0,0,0,1600,73.97%,1067,96.02%,32800,232,Trevenant,,0,47.81%,2138,95.66%,252800,476,Trevenant,,0,50.87%,2013,92.50%,10200,12,Phantump,,0,
1155,Pikachu,Normal,25,♂,516,75,12,12,15,86.7,20.0,20.0,,,,"2026-07-02 17:39",2/24/2026,,,0,0,0,2500,77.09%,939,95.72%,27500,75,Raichu,Normal,0,98.02%,82,96.78%,475000,298,Raichu,Normal,0,,,,,,,,,
1156,Altaria,Normal,334,♀,730,92,15,10,12,82.2,13.0,13.0,,,,"2026-07-02 17:39",,,,0,0,0,1600,21.61%,3211,92.88%,70800,66,Altaria,Normal,0,97.68%,96,96.49%,502800,276,Altaria,Normal,0,,,,,,,,,
1157,Pikachu,Normal,25,♂,507,74,11,12,13,80.0,20.0,20.0,,,,"2026-07-02 17:39",2/24/2026,,,0,0,0,2500,49.52%,2068,94.40%,27500,75,Raichu,Normal,0,96.00%,165,95.63%,475000,298,Raichu,Normal,0,,,,,,,,,
1158,Bulbasaur,,1,♂,471,71,15,15,11,91.1,15.0,15.0,,,,"2026-07-02 17:39",2/24/2026,,,0,0,0,1900,76.56%,961,96.30%,18900,143,Venusaur,Normal,0,27.33%,2977,95.05%,151400,267,Venusaur,Normal,0,19.17%,3311,90.35%,1900,2,Bulbasaur,,0,
1159,Salandit,,757,♂,641,89,15,15,15,100.0,20.0,20.0,,,,"2026-07-02 17:39",2/24/2026,,,0,0,0,2500,100.00%,1,100%,475000,248,Salandit,,0,100.00%,1,100%,475000,248,Salandit,,0,,,,,,,,,
1160,Groudon,Normal,383,,2346,131,15,14,15,97.8,20.0,20.0,,,,"2026-07-02 17:39",2/25/2026,,,0,0,0,2500,,,,,,,,,38.66%,2513,95.27%,5000,4,Groudon,Normal,0,,,,,,,,,
1161,Kyogre,Normal,382,,2326,130,15,12,13,88.9,20.0,20.0,,,,"2026-07-02 17:39",2/25/2026,,,0,0,0,2500,,,,,,,,,9.01%,3727,93.77%,5000,4,Kyogre,Normal,0,,,,,,,,,
1162,Unown,,201,,477,75,11,10,12,73.3,15.0,15.0,,,,"2026-07-02 17:39",2/26/2026,,,0,0,0,1900,88.40%,476,90.53%,496400,268,Unown,,0,88.40%,476,90.53%,496400,268,Unown,,0,49.04%,2088,92.79%,1900,2,Unown,,0,
1163,Delphox,,655,♂,1302,100,14,15,14,95.6,15.0,15.0,,,,"2026-07-02 17:39",2/27/2026,,,0,0,0,1900,52.72%,1937,95.00%,7600,8,Delphox,,0,48.42%,2113,96.06%,81900,74,Delphox,,0,,,,,,,,,
1164,Swampert,Normal,260,,1688,141,15,15,12,93.3,20.0,20.0,,,,"2026-07-02 17:39",2/27/2026,,,0,0,0,2500,,,,,,,,,38.29%,2528,95.67%,70000,62,Swampert,Normal,0,,,,,,,,,
1165,Sylveon,,700,,1303,119,15,12,14,91.1,15.0,15.0,,,,"2026-07-02 17:39",2/28/2026,,,0,0,0,1900,30.96%,2828,93.62%,7600,8,Sylveon,,0,30.33%,2854,95.02%,81900,74,Sylveon,,0,,,,,,,,,
1166,Yveltal,,717,,2093,154,11,10,13,75.6,20.0,20.0,,,,"2026-07-02 17:39",2/28/2026,,,0,0,0,2500,,,,,,,,,28.96%,2910,94.80%,20500,19,Yveltal,,0,,,,,,,,,
1167,Xerneas,,716,,2148,154,15,15,12,93.3,20.0,20.0,,,,"2026-07-02 17:39",2/28/2026,,,0,0,0,2500,,,,,,,,,45.64%,2227,95.46%,17000,16,Xerneas,,0,,,,,,,,,
1168,Dragonite,Normal,149,♀,2147,132,15,13,13,91.1,20.0,20.0,,,,"2026-07-02 17:39",,,,0,0,0,2500,,,,,,,,,43.76%,2304,95.21%,17000,16,Dragonite,Normal,0,,,,,,,,,
1169,Victreebel,Normal,71,♀,1374,120,15,14,12,91.1,20.0,20.0,,,,"2026-07-02 17:39",2/28/2026,,,0,0,0,2500,40.39%,2442,94.56%,8000,7,Victreebel,Normal,0,63.69%,1488,96.05%,289000,248,Victreebel,Normal,0,,,,,,,,,
1170,Unown,,201,,505,77,15,14,15,97.8,15.0,15.0,,,,"2026-07-02 17:39",3/1/2026,,,0,0,0,1900,99.93%,4,99.06%,496400,268,Unown,,0,99.93%,4,99.06%,496400,268,Unown,,0,,,,,,,,,
1171,Unown,,201,,494,76,15,10,14,86.7,15.0,15.0,,,,"2026-07-02 17:39",3/1/2026,,,0,0,0,1900,97.36%,109,94.52%,496400,268,Unown,,0,97.36%,109,94.52%,496400,268,Unown,,0,40.34%,2444,92.24%,0,0,Unown,,0,
1172,Unown,,201,,501,76,14,15,13,93.3,15.0,15.0,,,,"2026-07-02 17:39",3/1/2026,,,0,0,0,1900,99.71%,13,97.75%,496400,268,Unown,,0,99.71%,13,97.75%,496400,268,Unown,,0,,,,,,,,,
1173,Totodile,,158,♂,642,90,15,14,14,95.6,20.0,20.0,,,,"2026-07-02 17:39",3/1/2026,,,0,0,0,2500,36.80%,2589,94.25%,85000,99,Croconaw,,0,64.32%,1462,96.70%,91000,205,Feraligatr,,0,,,,,,,,,
1174,Pikachu,Normal,25,♀,519,72,13,15,11,86.7,20.0,20.0,,,,"2026-07-02 17:39",,,,0,0,0,2500,69.89%,1234,95.33%,27500,75,Raichu,Normal,0,98.24%,73,96.95%,475000,298,Raichu,Normal,0,,,,,,,,,
1175,Shroodle,,944,♂,531,80,15,15,15,100.0,20.0,20.0,,,,"2026-07-02 17:39",3/2/2026,,,0,0,0,2500,71.09%,1185,95.52%,17000,66,Grafaiai,,0,99.51%,21,98.61%,417000,298,Grafaiai,,0,,,,,,,,,
1176,Lucario,Normal,448,♂,1142,96,13,14,14,91.1,15.0,15.0,,,,"2026-07-02 17:39",3/2/2026,,,0,0,0,1900,68.18%,1304,95.79%,18900,18,Lucario,Normal,0,79.05%,859,97.10%,166400,160,Lucario,Normal,0,,,,,,,,,
1177,Spheal,,363,♂,402,95,13,15,13,91.1,15.0,15.0,,,,"2026-07-02 17:39",3/2/2026,,,0,0,0,1900,80.10%,816,96.57%,18900,143,Walrein,,0,61.20%,1590,96.24%,158400,275,Walrein,,0,59.05%,1678,93.12%,14200,14,Spheal,,0,
1178,Carbink,,703,,616,77,14,13,13,88.9,15.0,15.0,,,,"2026-07-02 17:38",3/2/2026,,,0,0,0,1900,62.00%,1557,94.52%,310400,268,Carbink,,0,99.22%,33,97.66%,496400,268,Carbink,,0,,,,,,,,,
1179,Honedge,,679,♂,583,73,13,14,14,91.1,15.0,15.0,,,,"2026-07-02 17:38",3/3/2026,,,0,0,0,1900,96.95%,126,97.29%,424400,268,Honedge,,0,73.94%,1068,96.37%,310400,293,Doublade,,0,,,,,,,,,
1180,Charmander,,4,♂,604,80,15,14,11,88.9,22.0,22.0,,,,"2026-07-02 17:38",3/3/2026,,,0,0,0,3000,41.05%,2415,94.64%,119000,137,Charmeleon,,0,37.58%,2557,95.43%,74000,189,Charizard,Normal,0,,,,,,,,,
1181,Machop,,66,♀,280,68,15,12,11,84.4,8.0,8.0,,,,"2026-07-02 17:38",3/4/2026,,,0,1,0,961,67.89%,1316,95.84%,10200,31,Machoke,,2,33.38%,2729,95.16%,124326,267,Machamp,,1,61.00%,1598,93.76%,16804,30,Machop,,1,
1182,Charizard,Normal,6,♂,1223,101,15,15,10,88.9,15.0,15.0,,,,"2026-07-02 17:38",3/5/2026,,,0,0,0,0,23.35%,3140,93.47%,12000,12,Charizard,Normal,0,33.53%,2723,95.28%,106400,94,Charizard,Normal,0,,,,,,,,,
1183,Weedle,,13,♀,193,69,15,14,14,95.6,15.0,15.0,,,,"2026-07-02 17:38",3/5/2026,,,0,0,0,1900,55.48%,1824,95.44%,81900,136,Beedrill,Normal,0,99.78%,10,98.64%,496400,330,Beedrill,Normal,0,99.88%,6,98.06%,496400,280,Kakuna,,0,
1184,Hypno,,97,♀,888,110,14,14,15,95.6,15.0,15.0,,,,"2026-07-02 17:38",3/5/2026,,,0,0,0,1900,32.65%,2759,93.81%,52400,48,Hypno,,0,99.76%,11,98.89%,496400,268,Hypno,,0,,,,,,,,,
1185,Pidgey,,16,♂,146,46,15,14,4,73.3,8.0,8.0,,,,"2026-07-02 17:38",3/6/2026,,,0,1,0,961,33.38%,2729,93.85%,3000,58,Pidgeot,Normal,2,95.90%,169,95.45%,402600,268,Pidgeot,Normal,2,73.75%,1076,94.05%,961,64,Pidgeot,Normal,1,
1186,Rookidee,,821,♀,370,75,15,13,11,86.7,20.0,20.0,,,,"2026-07-02 17:38",,,,0,0,0,2500,96.92%,127,97.30%,445000,273,Corvisquire,,0,24.32%,3100,94.27%,267000,373,Corviknight,,0,46.98%,2172,90.96%,47000,42,Rookidee,,0,
1187,Mewtwo,Normal,150,,2349,136,14,10,15,86.7,20.0,20.0,,,,"2026-07-02 17:38",3/7/2026,,,0,0,0,2500,,,,,,,,,50.50%,2028,95.68%,5000,4,Mewtwo,Normal,0,,,,,,,,,
1188,Zapdos,Normal,145,,1952,129,13,10,10,73.3,20.0,20.0,,,,"2026-07-02 17:38",3/8/2026,,,0,0,0,2500,,,,,,,,,59.76%,1649,96.34%,35000,31,Zapdos,Normal,0,,,,,,,,,
1189,Articuno,Normal,144,,1707,131,12,14,13,86.7,20.0,20.0,,,,"2026-07-02 17:38",3/8/2026,,,0,0,0,2500,,,,,,,,,40.17%,2451,95.56%,65000,58,Articuno,Normal,0,,,,,,,,,
1190,Pikachu,Normal,25,♀,506,72,11,14,10,77.8,20.0,20.0,,,,"2026-07-02 17:38",3/9/2026,,,0,0,0,2500,37.26%,2570,93.83%,27500,75,Raichu,Normal,0,93.80%,255,94.74%,475000,298,Raichu,Normal,0,,,,,,,,,
1191,Ditto,,132,,413,86,3,0,4,15.6,22.0,22.0,,,,"2026-07-02 17:38",3/10/2026,,,0,0,0,3000,1.73%,4025,70.04%,464000,238,Ditto,,0,1.73%,4025,70.04%,464000,238,Ditto,,0,49.77%,2058,92.01%,32000,28,Ditto,,0,
1192,Ditto,,132,,333,76,11,10,14,77.8,15.0,15.0,,,,"2026-07-02 17:38",3/12/2026,,,0,0,0,1900,92.58%,305,90.95%,496400,268,Ditto,,0,92.58%,305,90.95%,496400,268,Ditto,,0,63.37%,1501,93.08%,35400,33,Ditto,,0,
1193,Ditto,,132,,52,31,1,12,13,57.8,3.0,3.0,,,,"2026-07-02 17:38",2/17/7076,,,0,0,0,400,58.44%,1703,82.99%,519200,300,Ditto,,0,58.44%,1703,82.99%,519200,300,Ditto,,0,97.83%,90,97.24%,71700,77,Ditto,,0,
1194,Popplio,,728,♂,639,90,15,13,15,95.6,20.0,20.0,,,,"2026-07-02 17:38",3/12/2026,,,0,0,0,2500,65.52%,1413,95.78%,56000,75,Brionne,,0,21.81%,3203,94.67%,47000,167,Primarina,,0,,,,,,,,,
1195,Ditto,,132,,352,76,15,13,14,93.3,15.0,15.0,,,,"2026-07-02 17:38",3/13/2026,,,0,0,0,1900,99.66%,15,97.33%,496400,268,Ditto,,0,99.66%,15,97.33%,496400,268,Ditto,,0,24.49%,3093,89.96%,26400,24,Ditto,,0,
1196,Scatterbug,,664,,207,65,15,15,11,91.1,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,58.71%,1692,95.25%,81900,199,Vivillon,,0,99.44%,24,97.67%,496400,393,Vivillon,,0,93.36%,273,94.85%,346400,293,Spewpa,,0,
1197,Cinderace,,815,♂,1277,103,15,15,10,88.9,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,63.05%,1514,95.40%,9800,10,Cinderace,,0,14.43%,3505,94.54%,86400,78,Cinderace,,0,,,,,,,,,
1198,Ditto,,132,,350,76,15,12,14,91.1,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,99.29%,30,96.39%,496400,268,Ditto,,0,99.29%,30,96.39%,496400,268,Ditto,,0,14.97%,3483,89.09%,26400,24,Ditto,,0,
1199,Sandslash,Normal,28,♂,1015,101,15,14,15,97.8,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,50.13%,2043,94.57%,32400,30,Sandslash,Normal,0,71.36%,1174,95.91%,334400,268,Sandslash,Normal,0,,,,,,,,,
1200,Venonat,,48,,415,87,11,15,15,91.1,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,78.32%,889,95.88%,56400,101,Venomoth,,0,99.51%,21,97.94%,496400,318,Venomoth,,0,80.15%,814,94.96%,12000,12,Venonat,,0,
1201,Venomoth,,49,♀,882,95,15,13,13,91.1,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,64.42%,1458,95.13%,56400,51,Venomoth,,0,99.27%,31,97.48%,496400,268,Venomoth,,0,,,,,,,,,
1202,Diglett,Normal,50,,284,41,15,14,13,93.3,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,56.36%,1788,95.33%,199400,252,Dugtrio,Normal,0,99.66%,15,98.39%,496400,318,Dugtrio,Normal,0,40.95%,2419,91.50%,60400,54,Diglett,Normal,0,
1203,Cinderace,,815,♂,1283,106,13,15,15,95.6,15.0,15.0,,,,"2026-07-02 17:38",2/14/7076,,,0,0,0,1900,91.58%,346,97.21%,9800,10,Cinderace,,0,61.32%,1585,96.42%,86400,78,Cinderace,,0,,,,,,,,,
1204,Krabby,,98,♂,669,60,15,15,15,100.0,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,86.98%,534,97.16%,14200,64,Kingler,,0,64.32%,1462,96.52%,112400,150,Kingler,,0,,,,,,,,,
1205,Flareon,,136,♀,1293,92,14,15,15,97.8,15.0,15.0,,,,"2026-07-02 17:38",3/14/2026,,,0,0,0,1900,44.88%,2258,94.24%,7600,8,Flareon,,0,89.96%,412,97.79%,86400,78,Flareon,,0,,,,,,,,,
1206,Tandemaus,,924,,380,78,15,14,15,97.8,15.0,15.0,,,,"2026-07-02 17:38",,,,0,0,0,1900,64.91%,1438,95.68%,64400,108,Maushold,Three,0,99.95%,3,99.42%,496400,318,Maushold,Three,0,36.58%,2598,91.45%,18900,18,Tandemaus,,0,
1207,Poochyena,,261,♂,134,46,3,14,14,68.9,8.0,8.0,,,,"2026-07-02 17:37",3/16/2026,,,0,1,0,961,90.33%,397,97.61%,27550,72,Mightyena,,2,95.24%,196,94.62%,400600,256,Mightyena,,2,93.85%,253,96.21%,124326,142,Poochyena,,1,
1208,Shinx,,403,♂,179,51,12,7,10,64.4,8.0,8.0,,,,"2026-07-02 17:37",3/19/2026,,,0,1,0,961,61.86%,1563,95.22%,40326,185,Luxray,,1,38.61%,2515,95.51%,185526,329,Luxray,,1,41.66%,2390,91.99%,11402,46,Luxio,,1,
1209,Teddiursa,,216,♂,474,79,15,10,10,77.8,13.0,13.0,,,,"2026-07-02 17:37",3/20/2026,,,0,1,0,1921,98.02%,82,95.85%,402600,213,Teddiursa,,2,45.15%,2247,95.96%,135364,188,Ursaring,,1,26.37%,3016,91.33%,1921,3,Teddiursa,,1,
1210,Sizzlipede,,850,♀,413,75,14,14,14,93.3,14.0,14.0,,,,"2026-07-02 17:37",3/21/2026,,,0,0,0,1600,54.90%,1848,95.25%,13000,64,Centiskorch,,0,68.38%,1296,96.48%,94600,136,Centiskorch,,0,17.83%,3366,90.29%,8900,10,Sizzlipede,,0,
1211,Blipbug,,824,,141,55,12,10,15,82.2,15.0,15.0,,,,"2026-07-02 17:37",3/23/2026,,,0,0,0,1900,49.47%,2070,94.44%,45400,167,Orbeetle,,0,96.78%,133,96.89%,496400,393,Orbeetle,,0,29.60%,2884,90.23%,9800,35,Dottler,,0,
1212,Dhelmise,,781,,1231,95,13,10,13,80.0,15.0,15.0,,,,"2026-07-02 17:37",3/24/2026,,,0,0,0,1900,34.48%,2684,93.84%,12000,12,Dhelmise,,0,28.89%,2913,95.25%,101400,90,Dhelmise,,0,,,,,,,,,
1213,Grookey,,810,♂,618,90,15,15,14,97.8,20.0,20.0,,,,"2026-07-02 17:37",3/24/2026,,,0,0,0,2500,59.80%,1647,95.63%,56000,75,Thwackey,,0,30.04%,2866,95.12%,39000,159,Rillaboom,,0,,,,,,,,,
1214,Scatterbug,,664,,208,67,15,14,14,95.6,15.0,15.0,,,,"2026-07-02 17:37",3/25/2026,,,0,0,0,1900,68.84%,1277,95.77%,81900,199,Vivillon,,0,99.80%,9,98.58%,496400,393,Vivillon,,0,96.61%,140,95.86%,334400,293,Spewpa,,0,
1215,Charizard,Normal,6,♀,1609,118,12,12,13,82.2,20.0,20.0,,,,"2026-07-02 17:37",8/24/2025,,,1,0,0,1250,,,,,,,,,72.23%,1138,96.71%,48500,86,Charizard,Normal,0,,,,,,,,,
1216,Ralts,,280,♂,368,73,15,15,14,97.8,24.0,24.0,,,,"2026-07-02 17:37",1/25/2025,,,1,0,0,1750,99.95%,3,99.09%,225500,251,Kirlia,,0,33.65%,2718,95.41%,16000,153,Gardevoir,Normal,0,70.09%,1226,91.54%,56500,108,Ralts,,0,
1217,Aron,,304,♀,453,72,9,10,13,71.1,13.0,13.0,,,,"2026-07-02 17:37",3/29/2026,,,0,1,0,1921,49.87%,2054,94.85%,22084,155,Aggron,Normal,1,48.21%,2122,95.74%,129364,258,Aggron,Normal,1,36.48%,2602,91.92%,3842,6,Aron,,1,
1218,Wimpod,,767,♀,284,63,15,15,13,95.6,20.0,20.0,,,,"2026-07-02 17:37",4/1/7076,,,0,0,0,2500,99.98%,2,98.89%,475000,248,Wimpod,,0,26.47%,3012,94.68%,51500,446,Golisopod,,0,90.16%,404,94.37%,235000,248,Wimpod,,0,
1219,Dedenne,,702,♂,769,92,15,11,11,82.2,15.0,15.0,,,,"2026-07-02 17:37",4/4/2026,,,0,0,0,1900,26.98%,2991,94.04%,86400,78,Dedenne,,0,96.07%,162,95.39%,496400,268,Dedenne,,0,,,,,,,,,
